uuid,pagerank_score
doctor_Plastic-Surgeon_Emmanuel-Mallol-Cotes,0.2917508432387786
doctor_Florida_Boca-Raton,0.2904633204633205
doctor_Facial-Plastic-Surgeon_Richard-Fleming?iq-card=pro,0.28974638394045377
doctor_Facial-Plastic-Surgeon_Richard-Fleming,0.28974638394045377
doctor_find_Kansas,0.2864441546629047
doctor_find_Wisconsin,0.28564278289278294
doctor_Florida_Miami,0.2821797965547965
doctor_Plastic-Surgeon_Jaime-Schwartz?iq-card=pro,0.28070154541105286
doctor_Plastic-Surgeon_Jaime-Schwartz,0.28070154541105286
doctor_Houston_Plastic-Surgeon,0.2785354446407078
other_www.realself.com_find,0.2782925134223608
doctor_find_Washington-DC,0.2777262489762489
doctor_New-Jersey_Newark,0.2775
doctor_find_Kentucky,0.2768719037719038
doctor_Plastic-Surgeon_Brooke-Seckel?iq-card=pro,0.2762808439179499
doctor_Plastic-Surgeon_Brooke-Seckel,0.2762808439179499
doctor_North-Carolina_Charlotte,0.2752619811776062
doctor_find_Nebraska,0.2734458806149355
doctor_Oregon_Portland,0.2698578890703891
doctor_Plastic-Surgeon_Jerome-Edelstein?iq-card=pro,0.26963538335691656
doctor_Plastic-Surgeon_Jerome-Edelstein,0.26963538335691656
doctor_Utah_Salt-Lake-City,0.26884051344577664
doctor_Louisiana_Baton-Rouge,0.266000891000891
doctor_Facial-Plastic-Surgeon_Francis-Palmer?iq-card=pro,0.264818690474427
doctor_Facial-Plastic-Surgeon_Francis-Palmer,0.264818690474427
doctor_Atlanta_Plastic-Surgeon,0.2608172984110484
doctor_Florida_Sarasota,0.26071332046332046
doctor_Oklahoma_Oklahoma-City,0.2586840411840412
doctor_Minnesota_Minneapolis,0.2581244431244431
doctor_Ohio_Cleveland,0.25467849717849717
doctor_Plastic-Surgeon_Barry-Eppley?iq-card=pro,0.25398805421126525
doctor_Plastic-Surgeon_Barry-Eppley,0.25398805421126525
doctor_Dallas_Plastic-Surgeon,0.2511562902187902
doctor_Plastic-Surgeon_Curtis-Wong?iq-card=pro,0.250758097729209
doctor_Plastic-Surgeon_Curtis-Wong,0.250758097729209
doctor_New-York_Long-Island,0.24986611164736164
doctor_find_Mississippi,0.24977380952380954
doctor_Louisiana_New-Orleans,0.24886078111078114
doctor_Missouri_Saint-Louis,0.2484358231858232
doctor_Ohio_Cincinnati,0.24796332046332045
doctor_Phlebologist_Hratch-Karamanoukian,0.24604828986316446
doctor_find_Spain,0.2459469696969697
doctor_Philadelphia_Oculoplastic-Surgeon,0.2459449806949807
doctor_Indiana_Indianapolis,0.24559155034155036
doctor_Florida_Orlando,0.24552889677889678
doctor_find_Idaho,0.24451737451737451
doctor_Plastic-Surgeon_Jose-Miguel-Soler-Baillo?iq-card=pro,0.24403649767580515
doctor_Plastic-Surgeon_Jose-Miguel-Soler-Baillo,0.24403649767580515
doctor_Plastic-Surgeon_Martin-Jugenburg?iq-card=pro,0.2428501507670113
doctor_Plastic-Surgeon_Martin-Jugenburg,0.2428501507670113
doctor_Phlebologist_Hratch-Karamanoukian?iq-card=pro,0.24260234391721852
doctor_Austin_Plastic-Surgeon,0.24241572616572618
doctor_Plastic-Surgeon_Gary-Lawton?iq-card=pro,0.24216346241647668
doctor_Plastic-Surgeon_Gary-Lawton,0.24216346241647668
doctor_Dermatologist_Davin-Lim?iq-card=pro,0.2416248813417578
doctor_Dermatologist_Davin-Lim,0.2416248813417578
doctor_find_New-Hampshire,0.24005952380952383
doctor_Spain_Plastic-Surgeon,0.23854166666666665
doctor_Nevada_Las-Vegas,0.23827470052470054
other_video_tips-to-find-the-right-doctor-for-rhinoplasty-surgery,0.23821590942315965
doctor_Plastic-Surgeon_Sheila-Nazarian?iq-card=pro,0.23811513101649268
doctor_Plastic-Surgeon_Sheila-Nazarian,0.23811513101649268
doctor_Washington_Bellevue,0.2375383872883873
doctor_Kentucky_Lexington,0.23736167211167214
doctor_Plastic-Surgeon_Earl-Stephenson-Jr,0.23667640450605118
doctor_Oculoplastic-Surgeon_Kenneth-Steinsapir?iq-card=pro,0.23579829284226464
doctor_Oculoplastic-Surgeon_Kenneth-Steinsapir,0.23579829284226464
doctor_Plastic-Surgeon_Arian-Mowlavi?iq-card=pro,0.23547322633026777
doctor_Plastic-Surgeon_Arian-Mowlavi,0.23547322633026777
doctor_Plastic-Surgeon_Tania-Medina?iq-card=pro,0.23514976603963111
doctor_Plastic-Surgeon_Tania-Medina,0.23514976603963111
doctor_Plastic-Surgeon_Samir-Shureih?iq-card=non-pay,0.23481442723266077
doctor_Plastic-Surgeon_Samir-Shureih,0.23481442723266077
doctor_Plastic-Surgeon_Jourdan-Gottlieb?iq-card=non-pay,0.23459335562547556
doctor_Plastic-Surgeon_Jourdan-Gottlieb,0.23459335562547556
doctor_Dentist_Sarah-Thompson?iq-card=pro,0.2339266018368352
doctor_Dentist_Sarah-Thompson,0.2339266018368352
doctor_Plastic-Surgeon_Ryan-Stanton?iq-card=pro,0.2336978853841007
doctor_Plastic-Surgeon_Ryan-Stanton,0.2336978853841007
doctor_Plastic-Surgeon_Earl-Stephenson-Jr?iq-card=pro,0.23323045856010524
doctor_find_Rhode-Island,0.23301826551826552
doctor_find_Iowa,0.23293653474903475
doctor_find_Canada,0.23241964285714287
doctor_Dermatologist_F-Victor-Rueckl?iq-card=pro,0.23200065147999097
doctor_Dermatologist_F-Victor-Rueckl,0.23200065147999097
doctor_Plastic-Surgeon_frederic-corbin?iq-card=pro,0.23151220726998253
doctor_Plastic-Surgeon_frederic-corbin,0.23151220726998253
doctor_find_Maine,0.2305530888030888
doctor_Virginia_Norfolk,0.22935824175824174
doctor_Nebraska_Omaha,0.22847136324041814
doctor_Lexington_Plastic-Surgeon,0.22755397980397982
doctor_Facial-Plastic-Surgeon_Michael-Echavez?iq-card=pro,0.22698108231866468
doctor_Facial-Plastic-Surgeon_Michael-Echavez,0.22698108231866468
doctor_Washington_Kirkland,0.2267782738095238
doctor_Florida_Fort-Lauderdale,0.22621867574992574
doctor_Plastic-Surgeon_Ronald-DeMars?iq-card=pro,0.2261187007021694
doctor_Plastic-Surgeon_Ronald-DeMars,0.2261187007021694
doctor_New-Jersey_Cherry-Hill,0.22604464285714287
doctor_Maryland_Chevy-Chase,0.2258411430911431
doctor_Dermatologist_Jeff-Donovan?iq-card=pro,0.22531278563577598
doctor_Dermatologist_Jeff-Donovan,0.22531278563577598
doctor_Portland_Plastic-Surgeon,0.2248833716958717
doctor_Plastic-Surgeon_Robert-Zaworski,0.22473886680216537
doctor_Dentist_Vicki-Borowski?iq-card=non-pay,0.22318289535147096
doctor_Dentist_Vicki-Borowski,0.22318289535147096
doctor_Oklahoma_Tulsa,0.22285714285714286
doctor_Baton-Rouge_Dermatologic-Surgeon,0.22285714285714286
doctor_find_Hawaii,0.2221710567023067
doctor_Hawaii_Honolulu,0.2221710567023067
doctor_Plastic-Surgeon_Robert-Zaworski?iq-card=pro,0.22129292085621943
doctor_Plastic-Surgeon_Aldo-Guerra?iq-card=pro,0.22098723711087334
doctor_Plastic-Surgeon_Aldo-Guerra,0.22098723711087334
doctor_Dermatologist_Michele-Green?iq-card=pro,0.22008348011326195
doctor_Dermatologist_Michele-Green,0.22008348011326195
doctor_Philadelphia_Plastic-Surgeon,0.21949616635142952
doctor_New-York_Long-Island-City,0.21880952380952381
doctor_Virginia_McLean,0.21837168040293042
doctor_New-York_White-Plains,0.21831418581418582
doctor_Pittsburgh_Plastic-Surgeon,0.21806856017382334
doctor_Washington-DC_Dermatologist,0.2176136363636364
doctor_New-Jersey_Englewood,0.21739285714285717
doctor_Florida_Panama-City,0.21739285714285717
doctor_Bellevue_Dentist,0.21739285714285717
doctor_Maryland_Bethesda,0.21702238639738639
doctor_Texas_Fort-Worth,0.2169995173745174
doctor_New-York_Rochester,0.2162813186813187
doctor_Florida_Naples,0.2162813186813187
doctor_Texas_Plano,0.21498069498069497
doctor_Rhode-Island_Providence,0.2148039798039798
doctor_Kansas_Leawood,0.21462726462726464
doctor_Virginia_Charlottesville,0.21445054945054948
doctor_Pennsylvania_Scranton,0.21347402597402598
doctor_Baltimore_Plastic-Surgeon,0.2129623552123552
doctor_Plastic-Surgeon_Mats-Hagstrom?iq-card=pro,0.21273421186026564
doctor_Plastic-Surgeon_Mats-Hagstrom,0.21273421186026564
doctor_Ohio_Columbus,0.21229367760617762
doctor_New-York_Great-Neck,0.21211696242946249
doctor_find_New-Mexico,0.21153474903474903
doctor_New-Mexico_Albuquerque,0.21153474903474903
doctor_Cleveland_Plastic-Surgeon,0.21135803385803387
doctor_find_West-Virginia,0.21135338345864663
doctor_Raleigh-Durham_Dentist,0.21135338345864663
doctor_Naples_Plastic-Surgeon,0.2111813186813187
doctor_Chicago_Dermatologist,0.2104383116883117
doctor_Facial-Plastic-Surgeon_Harold-Kaplan?iq-card=pro,0.21042867315842326
doctor_Facial-Plastic-Surgeon_Harold-Kaplan,0.21042867315842326
doctor_Facial-Plastic-Surgeon_Steven-Weiner?iq-card=pro,0.21005624338976614
doctor_Facial-Plastic-Surgeon_Steven-Weiner,0.21005624338976614
doctor_Plastic-Surgeon_Stephen-Weber?iq-card=pro,0.20998478940690338
doctor_Plastic-Surgeon_Stephen-Weber,0.20998478940690338
doctor_Oral-&-Maxillofacial-Surgeon_Gerald-Wittenberg?iq-card=non-pay,0.2092281961568547
doctor_Oral-&-Maxillofacial-Surgeon_Gerald-Wittenberg,0.2092281961568547
doctor_Plastic-Surgeon_Richard-Reish?iq-card=pro,0.20885298923537635
doctor_Plastic-Surgeon_Richard-Reish,0.20885298923537635
doctor_South-Carolina_Mount-Pleasant,0.2087557603686636
doctor_Plastic-Surgeon_Thomas-Trevisani?iq-card=pro,0.2086170562895155
doctor_Plastic-Surgeon_Thomas-Trevisani,0.2086170562895155
doctor_Springfield_Plastic-Surgeon,0.2080888030888031
doctor_New-York_New-Rochelle,0.2080888030888031
doctor_Maine_Portland,0.2080888030888031
doctor_Georgia_Alpharetta,0.2080888030888031
doctor_Dallas_Dermatologist,0.2080888030888031
doctor_Chicago_Plastic-Surgeon,0.20800170775170776
doctor_Chicago_Dentist,0.20791208791208793
doctor_Florida_Saint-Petersburg,0.20771126373626375
doctor_Dentist_Ira-Shapira?iq-card=pro,0.2076156309995013
doctor_Dentist_Ira-Shapira,0.2076156309995013
doctor_OB-GYN_Marco-Pelosi-III?iq-card=pro,0.2072538079910882
doctor_OB-GYN_Marco-Pelosi-III,0.2072538079910882
doctor_Jacksonville_Plastic-Surgeon,0.20702829058092218
doctor_Canada_Ontario,0.20691964285714287
doctor_Texas_Frisco,0.20639423076923077
doctor_find_Turkey,0.20625959063459065
doctor_Plastic-Surgeon_Peter-Johnson,0.20610386110265322
doctor_Hair-Restoration-Surgeon_Michael-Meshkin?iq-card=pro,0.20601307892947368
doctor_Hair-Restoration-Surgeon_Michael-Meshkin,0.20601307892947368
doctor_Wisconsin_Milwaukee,0.20589374814374817
doctor_Michigan_Bloomfield-Hills,0.20589374814374817
doctor_Plastic-Surgeon_Peter-Aldea?iq-card=non-pay,0.20584009284411098
doctor_Plastic-Surgeon_Peter-Aldea,0.20584009284411098
doctor_Plastic-Surgeon_Vasdev-Rai,0.2058357882152646
doctor_Plastic-Surgeon_William-Andrade?iq-card=pro,0.20562165831720006
doctor_Plastic-Surgeon_William-Andrade,0.20562165831720006
doctor_Virginia_Woodbridge,0.20464285714285715
doctor_Virginia_Roanoke,0.20464285714285715
doctor_United-Kingdom_Great-Britain,0.20464285714285715
doctor_Philadelphia_Dermatologist,0.20464285714285715
doctor_Philadelphia_Dentist,0.20464285714285715
doctor_Pennsylvania_Harrisburg,0.20464285714285715
doctor_North-Carolina_Boone,0.20464285714285715
doctor_Missouri_Kansas-City,0.20464285714285715
doctor_Michigan_Farmington,0.20464285714285715
doctor_London_Physician,0.20464285714285715
doctor_Houston_Bariatric-Surgeon,0.20464285714285715
doctor_Great-Britain_Plastic-Surgeon,0.20464285714285715
doctor_Florida_Palm-Harbor,0.20464285714285715
doctor_Cincinnati_Plastic-Surgeon,0.20464285714285715
doctor_Virginia_Richmond,0.2045584440896941
doctor_Atlanta_Dermatologic-Surgeon,0.20404118404118404
doctor_Plastic-Surgeon_Jeffrey-Zwiren?iq-card=pro,0.2039187042627824
doctor_Plastic-Surgeon_Jeffrey-Zwiren,0.2039187042627824
doctor_Facial-Plastic-Surgeon_Toby-Mayer?iq-card=pro,0.20387679743317244
doctor_Facial-Plastic-Surgeon_Toby-Mayer,0.20387679743317244
doctor_Plastic-Surgeon_Richard-Rand?iq-card=pro,0.20361088118101592
doctor_Plastic-Surgeon_Richard-Rand,0.20361088118101592
doctor_Oculoplastic-Surgeon_James-Gordon?iq-card=pro,0.2034159670427489
doctor_Oculoplastic-Surgeon_James-Gordon,0.2034159670427489
doctor_Plastic-Surgeon_Peter-Johnson?iq-card=pro,0.20265791515670728
doctor_Plastic-Surgeon_Afshin-Parhiscar?iq-card=pro,0.2024261254093463
doctor_Plastic-Surgeon_Afshin-Parhiscar,0.2024261254093463
doctor_Plastic-Surgeon_Vasdev-Rai?iq-card=pro,0.20238984226931864
doctor_Florida_Delray-Beach,0.2023845581501832
doctor_Miami_Physician,0.2003228021978022
doctor_Plastic-Surgeon_Jose-Perez-Gurri?iq-card=pro,0.2001868107423257
doctor_Plastic-Surgeon_Jose-Perez-Gurri,0.2001868107423257
doctor_New-Jersey_Paramus,0.20003564003564003
doctor_Florida_Hollywood,0.199993564993565
doctor_Oculoplastic-Surgeon_Mehryar-Taban?iq-card=pro,0.19990487964440165
doctor_Oculoplastic-Surgeon_Mehryar-Taban,0.19990487964440165
doctor_Dentist_Lance-Timmerman?iq-card=pro,0.19977174180181076
doctor_Dentist_Lance-Timmerman,0.19977174180181076
doctor_Boston_Plastic-Surgeon,0.19968220968220968
doctor_New-York_Buffalo,0.1992590778883744
doctor_Plastic-Surgeon_C-Bob-Basu?iq-card=pro,0.1990863365572484
doctor_Plastic-Surgeon_C-Bob-Basu,0.1990863365572484
doctor_Plastic-Surgeon_Jeff-Angobaldo?iq-card=pro,0.19848279345253309
doctor_Plastic-Surgeon_Jeff-Angobaldo,0.19848279345253309
doctor_Tennessee_Knoxville,0.19840018315018318
doctor_Oculoplastic-Surgeon_John-Martin?iq-card=pro,0.19788232776592884
doctor_Oculoplastic-Surgeon_John-Martin,0.19788232776592884
doctor_Facial-Plastic-Surgeon_Michael-Elam?iq-card=pro,0.19765650785643307
doctor_Facial-Plastic-Surgeon_Michael-Elam,0.19765650785643307
doctor_find_India,0.1969017857142857
doctor_New-Jersey_Morristown,0.19658504369030685
doctor_Facial-Plastic-Surgeon_Ross-Clevens,0.19651549815541447
doctor_Michigan_Southfield,0.19627518315018316
doctor_Florida_Boynton-Beach,0.19623626373626377
doctor_White-Plains_Plastic-Surgeon,0.19623626373626374
doctor_Plastic-Surgeon_Vincent-Lepore?iq-card=pro,0.19617274906534582
doctor_Plastic-Surgeon_Vincent-Lepore,0.19617274906534582
doctor_Plastic-Surgeon_Robert-Kraft?iq-card=pro,0.19602069268776365
doctor_Plastic-Surgeon_Robert-Kraft,0.19602069268776365
doctor_United-Kingdom_Manchester,0.19566997191997193
doctor_Manchester_Plastic-Surgeon,0.19566997191997193
doctor_Kansas_Kansas-City,0.1953820768287926
doctor_Georgia_Savannah,0.19501030219780222
doctor_Nebraska_Lincoln,0.19497451737451738
doctor_Plastic-Surgeon_Brian-Coan,0.19453916397287635
doctor_Plastic-Surgeon_Gerald-Minniti?iq-card=pro,0.1942598723973974
doctor_Plastic-Surgeon_Gerald-Minniti,0.1942598723973974
doctor_Houston_Dentist,0.19371428571428576
doctor_Dentist_German-Arzate?iq-card=pro,0.19361093640994906
doctor_Dentist_German-Arzate,0.19361093640994906
doctor_Plastic-Surgeon_Richard-Tholen?iq-card=pro,0.1935627651982507
doctor_Plastic-Surgeon_Richard-Tholen,0.1935627651982507
doctor_Plastic-Surgeon_Manuel-Alejandro-Nogueira-Rodriguez?iq-card=non-pay,0.19351505524487245
doctor_Plastic-Surgeon_Manuel-Alejandro-Nogueira-Rodriguez,0.19351505524487245
doctor_Plastic-Surgeon_Christopher-James-Davidson?iq-card=pro,0.19336554281878865
doctor_Plastic-Surgeon_Christopher-James-Davidson,0.19336554281878865
doctor_Plastic-Surgeon_J-Jason-Wendel?iq-card=pro,0.1933459923252449
doctor_Plastic-Surgeon_J-Jason-Wendel,0.1933459923252449
doctor_Dentist_Scott-Young?iq-card=pro,0.1933096155236175
doctor_Dentist_Scott-Young,0.1933096155236175
doctor_Facial-Plastic-Surgeon_Ross-Clevens?iq-card=pro,0.1932462673861837
doctor_Raleigh-Durham_Plastic-Surgeon,0.19314374814374816
doctor_South-Carolina_Charleston,0.19313909774436092
doctor_Plastic-Surgeon_George-Commons?iq-card=pro,0.19305480078401047
doctor_Plastic-Surgeon_George-Commons,0.19305480078401047
doctor_Plastic-Surgeon_Venkata-Erella?iq-card=pro,0.1925629459620161
doctor_Plastic-Surgeon_Venkata-Erella,0.1925629459620161
doctor_find_Singapore,0.1925
doctor_New-York_Ophthalmologist,0.1925
doctor_New-Jersey_Livingston,0.1925
doctor_McLean_Plastic-Surgeon,0.19218864468864472
doctor_Plastic-Surgeon_Gary-Horndeski?iq-card=pro,0.19208683099278404
doctor_Plastic-Surgeon_Gary-Horndeski,0.19208683099278404
doctor_Plastic-Surgeon_Keith-Denkler?iq-card=pro,0.19185052663824576
doctor_Plastic-Surgeon_Keith-Denkler,0.19185052663824576
doctor_find_Montana,0.19152857142857144
doctor_Virginia_Arlington,0.19152857142857144
doctor_Facial-Plastic-Surgeon_Paul-Nassif?iq-card=pro,0.19151061097414923
doctor_Facial-Plastic-Surgeon_Paul-Nassif,0.19151061097414923
doctor_Washington_Tacoma,0.19146406024564372
doctor_Jacksonville_Dermatologist,0.1913324175824176
doctor_General-Surgeon_Ron-Hazani?iq-card=pro,0.19120326325680834
doctor_General-Surgeon_Ron-Hazani,0.19120326325680834
doctor_Plastic-Surgeon_Brian-Coan?iq-card=pro,0.1910932180269304
doctor_South-Carolina_Columbia,0.19098214285714288
doctor_Ontario_Toronto,0.19098214285714288
doctor_Plastic-Surgeon_Paul-Leahy?iq-card=pro,0.19093825567178999
doctor_Plastic-Surgeon_Paul-Leahy,0.19093825567178999
doctor_New-York_Mount-Kisco,0.19067857142857145
doctor_Plastic-Surgeon_Jon-Perlman?iq-card=pro,0.1905593119561912
doctor_Plastic-Surgeon_Jon-Perlman,0.1905593119561912
doctor_Minnesota_Saint-Paul,0.1905414746543779
doctor_Facial-Plastic-Surgeon_Tanveer-Janjua?iq-card=pro,0.1904513812721599
doctor_Facial-Plastic-Surgeon_Tanveer-Janjua,0.1904513812721599
doctor_Plastic-Surgeon_Robert-Hunsaker?iq-card=pro,0.19031605044487931
doctor_Plastic-Surgeon_Robert-Hunsaker,0.19031605044487931
doctor_find_UAE,0.19020568620568623
doctor_UAE_Dubai,0.19020568620568623
faq_question_vancouver-ca-mole-removal-cost-vancouver-bc,0.19016661849676628
doctor_New-Orleans_Dermatologic-Surgeon,0.18987451737451738
doctor_Nashville_Plastic-Surgeon,0.18987451737451738
doctor_Maryland_Rockville,0.18987451737451738
doctor_Maryland_Bel-Air,0.18987451737451738
doctor_Kansas-City_Plastic-Surgeon,0.18987451737451738
doctor_Idaho_Idaho-Falls,0.18987451737451738
doctor_Albuquerque_Orthodontist,0.18987451737451738
doctor_New-Jersey_Toms-River,0.18969780219780222
doctor_Michigan_Sterling-Heights,0.18969780219780222
doctor_Georgia_Marietta,0.18969780219780222
doctor_Florida_Pensacola,0.18969780219780222
doctor_Chicago_Dermatologic-Surgeon,0.18969780219780222
doctor_Dermatologist_Melvin-Elson?iq-card=pro,0.18960266278283494
doctor_Dermatologist_Melvin-Elson,0.18960266278283494
doctor_Plastic-Surgeon_Francisco-Canales?iq-card=pro,0.18958956535265434
doctor_Plastic-Surgeon_Francisco-Canales,0.18958956535265434
doctor_find_Vermont,0.18946428571428572
doctor_find_Philippines,0.18946428571428572
doctor_Plastic-Surgeon_Otto-Joseph-Placik?iq-card=pro,0.18926373338551125
doctor_Plastic-Surgeon_Otto-Joseph-Placik,0.18926373338551125
doctor_Dentist_Nirav-Patel?iq-card=non-pay,0.18919901925696708
doctor_Dentist_Nirav-Patel,0.18919901925696708
doctor_Atlanta_Dermatologist,0.18893303571428574
doctor_Plastic-Surgeon_Young-Cho?iq-card=pro,0.1887266047001742
doctor_Plastic-Surgeon_Young-Cho,0.1887266047001742
doctor_Plastic-Surgeon_Lewis-Albert-Andres?iq-card=pro,0.18867406284772417
doctor_Plastic-Surgeon_Lewis-Albert-Andres,0.18867406284772417
doctor_Plastic-Surgeon_Robert-Centeno?iq-card=pro,0.18854862652371904
doctor_Plastic-Surgeon_Robert-Centeno,0.18854862652371904
doctor_Dermatologic-Surgeon_Morris-Westfried?iq-card=pro,0.18850917795332028
doctor_Dermatologic-Surgeon_Morris-Westfried,0.18850917795332028
doctor_Plastic-Surgeon_Robert-Singer?iq-card=pro,0.1882961259838455
doctor_Plastic-Surgeon_Robert-Singer,0.1882961259838455
doctor_Plastic-Surgeon_Alan-Engler?iq-card=pro,0.18787595326830478
doctor_Plastic-Surgeon_Alan-Engler,0.18787595326830478
doctor_Texas_Corpus-Christi,0.18785617760617762
doctor_Facial-Plastic-Surgeon_Oleh-Slupchynskyj?iq-card=pro,0.18773869469406843
doctor_Facial-Plastic-Surgeon_Oleh-Slupchynskyj,0.18773869469406843
doctor_Texas_Sugar-Land,0.18767946242946246
doctor_New-Jersey_Red-Bank,0.18767946242946246
doctor_Minnesota_Edina,0.1875977316602317
doctor_New-Orleans_Plastic-Surgeon,0.1875027472527473
doctor_Plastic-Surgeon_Jaime-Campos-Leon?iq-card=pro,0.18744248356639073
doctor_Plastic-Surgeon_Jaime-Campos-Leon,0.18744248356639073
doctor_Columbus_Plastic-Surgeon,0.18718750000000003
doctor_Dentist_David-Schertzer?iq-card=non-pay,0.18704363212713693
doctor_Dentist_David-Schertzer,0.18704363212713693
doctor_Plastic-Surgeon_Steven-Rottman?iq-card=pro,0.18673856301243927
doctor_Plastic-Surgeon_Steven-Rottman,0.18673856301243927
doctor_Los-Angeles_Rhinoplasty,0.1867336138199448
faq_question_united-kingdom-gb-bbl-breast-lift,0.18663964753955095
doctor_Plastic-Surgeon_Sugene-Kim?iq-card=pro,0.18660901551175219
doctor_Plastic-Surgeon_Sugene-Kim,0.18660901551175219
doctor_Virginia_Fairfax,0.18652087355212355
doctor_find_North-Dakota,0.18642857142857144
doctor_Woodbridge_Bariatric-Surgeon,0.18642857142857144
doctor_Washington_Vancouver,0.18642857142857144
doctor_Washington_Spokane,0.18642857142857144
doctor_Virginia_Lynchburg,0.18642857142857144
doctor_United-Kingdom_Birmingham,0.18642857142857144
doctor_Tulsa_Dentist,0.18642857142857144
doctor_Toms-River_Dermatologist,0.18642857142857144
doctor_Texas_Garland,0.18642857142857144
doctor_Texas_Beaumont,0.18642857142857144
doctor_Spokane_Plastic-Surgeon,0.18642857142857144
doctor_South-Carolina_Myrtle-Beach,0.18642857142857144
doctor_Sarasota_Dermatologist,0.18642857142857144
doctor_Saint-Paul_Dentist,0.18642857142857144
doctor_Saint-Joseph_Orthodontist,0.18642857142857144
