uuid,qscore
doctor_Georgia.Atlanta.Plastic-Surgeon_Mary-Susann-Bedford,0.9729776943178393
faq_question_hawthorne-nj-achieve-facial-symmetry,0.7324473135615129
faq_question_san-jose-ca-i-small-dark-moles-face,0.8420405378030086
faq_question_australia-au-day-post-op-healing-properly,0.8017171522847569
faq_question_asian-rhinoplasty-diced-cartilage-wrapped-in-fascia,0.8815707559643768
faq_question_portland-rhinoplasty2,0.9904032873207381
faq_question_fort-collins-i-ba-years-happy-want-lift-and-wondering-new-implants,0.9904032873207381
faq_question_whitehall-pa-i-ear-infection-earlobes-shaped-ball-possibly-fixed,0.8420405378030086
doctor_Pennsylvania.Philadelphia.Oculoplastic-surgeon_mary-stefanyszyn-woldin-md,0.7311716247385501
faq_question_seattle-wa-pterygium-surgery-performed,0.7324473135615129
doctor_Pennsylvania.Philadelphia.Oculoplastic-surgeon_james-katowitz,0.7311716247385501
doctor_North-Carolina.Raleigh.Plastic-Surgeon_Benjamin-Wood,0.9879513244096341
doctor_Florida.Jacksonville.Plastic-Surgeon_Daniel-Calloway,0.9879513244096341
faq_question_philippines-ph-procedure-nose-rhinoplasty,0.7642241093053103
doctor_Oklahoma.Tulsa.Orthodontist_Ryan-Nowlin,0.7311716247385501
doctor_Michigan.Sterling-Heights.Oculoplastic-surgeon_david-blodgett-md,0.7440380720685922
faq_question_east-texas-today-4weeks-post-op-left-breast-swollen-lot-normal,0.9456666044581534
faq_question_the-eye-still-blurry-after-lasik-20-days,0.7324473135615129
faq_question_fraxel-laser-remove-surgical-scars,0.9168945465014756
doctor_Massachusetts.Northborough.Dermatologic-Surgeon_Christy-Williams,0.7311716247385501
faq_question_pakistan-pk-doctors-benefit-suggestion-big-problem,0.8017171522847569
doctor_Virginia.Norfolk.Orthodontist_John-Ashby,0.7440380720685922
doctor_Florida.Fort-Myers.Hair-Restoration-Surgeon_Samuel-Botta,0.7311716247385501
doctor_Maine.Portland.Plastic-Surgeon_Richard-Flaherty,0.773574950944017
faq_question_chesapeake-va-surgery-remove-excess-skin-in-hampton-roads-virginia,0.8017171522847569
faq_question_tustin-ca-laser-dissolve-hyaluronic-acid-fillers-burn-fat-tissue,0.7324473135615129
doctor_Pennsylvania.Philadelphia.Plastic-Surgeon_Khalid-Almutairi,0.789911290226633
faq_question_ohio-il-22-fix-saggy-face-laugh-lines-tear-troughs,0.7324473135615129
doctor_Texas.Dallas.Plastic-Surgeon_Elizabeth-Kerner,0.8422079044193275
faq_question_edmonton-ab-brazilian-butt-lift-suitable-younger-women,0.9456666044581534
faq_question_calgary-ab-update-47-year-ms-patient-cleared-neurologist-fillers-advice-filler,0.8017171522847569
doctor_West-Virginia.Charleston.Plastic-Surgeon_John-Wesley-Culpepper-Jr,0.7582191137500055
faq_question_san-francisco-ca-normal-after-thigh-buttock-lift,0.7642241093053103
faq_question_clovis-ca-long-teeth-shift-long-wait-bridge-possibly-dental-implant,0.8420405378030086
faq_question_las-vegas-nv-shifting-crown-invisalign-bleeding,0.7642241093053103
faq_question_jersey-ar-cheek-problem-eye-hallow-dark-circles-speed-intrinsic-aging,0.7642241093053103
doctor_Florida.Boca-Raton.Dermatologist_Shari-Topper,0.7440380720685922
faq_question_chilliwack-bc-i-co2-fractional-laser-resurfacing-eyes-wrinkles-week-wrinkles,0.7642241093053103
doctor_Louisiana.Covington.Ophthalmologist_Kyle-Acosta,0.7582191137500055
doctor_Florida.Miami.Oculoplastic-Surgeon_Wendy-Lee,0.7440380720685922
doctor_Florida.Miami.Physician_Amaryllis-Pascual,0.9879513244096341
faq_question_ontario-ca-3-months-post-op-ba-results-definatly-wanted,0.8815707559643768
faq_question_dallas-tx-long-wear-ab-board-after-bbl-point-faja-waist-trainer,0.7642241093053103
faq_question_big-indian-ny-dark-pigmentation,0.7078982607211817
doctor_New-Jersey.Toms-River.Dermatologist_Avery-Stuart-Kuflik,0.7440380720685922
faq_question_swelling-the-dr-forgot-area,0.7642241093053103
faq_question_baltimore-md-info-process-started-breast-reduction,0.9168945465014756
faq_question_patient-dissatisfied-result-from-another-provider-the-options-dissolving,0.8017171522847569
faq_question_united-kingdom-tight-bit-skin,0.7324473135615129
faq_question_san-diego-ca-safe-surgery-results-hard-working-26-1-2-yr,0.7642241093053103
doctor_Texas.Houston.Plastic-Surgeon_Eugenio-Aguilar-III,0.8069859426322238
faq_question_laurel-md-lump-butt-cheeck-infected,0.9168945465014756
faq_question_manhattan-nv-i-credit-companies-finance-brazilian-butt-lift-based-income,0.8420405378030086
faq_question_ct-long-after-da-vinci-hysterectomy-wait-full-tt,0.7324473135615129
doctor_Kansas.Overland-Park.Plastic-Surgeon_Julie-Christine-Holding,0.773574950944017
faq_question_california-ca-lip-lift-suspension-suture,0.7324473135615129
faq_question_texas-tx-doctors-accept-medicare-medicaid-breast-augmentation,0.8017171522847569
faq_question_london-gb-nose-asymmetrical-time-resolved-uk,0.7078982607211817
faq_question_mcallen-tx-braces-fix-overbite,0.7078982607211817
faq_question_nyc-months-after-lipo-procedure-back-original-weight-240-lbs-bmi-38-happened,0.7642241093053103
doctor_New-Mexico.Albuquerque.Plastic-Surgeon_Michael-Hopkins,0.9879513244096341
doctor_Virginia.Vienna.Plastic-Surgeon_Amer-Saba,0.7311716247385501
doctor_Tennessee.Nashville.Plastic-Surgeon_R-Bruce-Shack,0.8597401904326206
faq_question_new-york-ny-liposuction-drains,0.9168945465014756
faq_question_boston-ma-4-months-post-septorhinoplasty-firm-callous-bone-upper-side-nose,0.8017171522847569
faq_question_hyderabad-i-florin-marks-teeth-remove-florin-marks,0.7324473135615129
doctor_Texas.Richardson.Facial-Plastic-Surgeon_Gregory-Roberts,0.9879513244096341
doctor_United-Kingdom.Manchester.Plastic-Surgeon_Giorgio-Netri,0.9879513244096341
faq_question_manhattan-ny-nose-revision-recommended-solutions-symmetrical-natural-nose-back,0.9168945465014756
doctor_North-Carolina.Asheville.Dentist_Kenneth-Guess,0.7311716247385501
faq_question_melbourne-fl-mitral-valve-prolapse-pre-surgery,0.7324473135615129
doctor_New-Jersey.West-Orange.Dentist_Michael-Chusid,0.7311716247385501
doctor_Texas.Dallas.Plastic-Surgeon_Christopher-Derderian,0.8931461401999673
faq_question_sydney-au-fall-area-liposuction-10-days-post-op,0.7642241093053103
faq_question_for-4-week-atrophic-scar-the-face-derma-rolling-advised,0.7324473135615129
faq_question_washington-dc-severe-scar-tissue-formation-after-cicatricial-entropion-repair-w,0.7324473135615129
faq_question_allen-park-mi-wrong-breasts,0.9904032873207381
faq_question_connecticut-ct-epi-foam-pads-lipo-foam-boards-after-bbl-surgery-compression,0.7324473135615129
doctor_Louisiana.Shreveport.Bariatric-Surgeon_George-Merriman-II,0.8422079044193275
doctor_New-York.New-York-City.Plastic-Surgeon_Michael-Kalvert,0.7440380720685922
doctor_Illinois.Chicago.Dentist_Sanford-Barr,0.7311716247385501
faq_question_london-tx-creams-methods-rid-part-brow-tattoo,0.8017171522847569
faq_question_san-jose-ca-18-years-32a-11-years-oldis-normal,0.981485283205967
doctor_Georgia.Tucker.Dermatologist_Jerry-Cooper,0.773574950944017
faq_question_toronto-belly-button-revision-after-revision,0.7324473135615129
faq_question_london-tx-lipo-post-op-month-results,0.9456666044581534
doctor_New-York.Long-Island.Facial-Plastic-Surgeon_Andrew-Jacono,0.9879513244096341
faq_question_philly-woman-cervical-cancer-still-bbl-ba-in-the-early-stages-cancer,0.7324473135615129
faq_question_denver-facial-hours-post-botox-cause-migration,0.9456666044581534
faq_question_bergen-ny-manage-15-year-liposuction-skin-puckering-belly-button,0.9456666044581534
faq_question_las-vegas-doxyccyclin-supress-the-growth-sculptra-and-when-stop-years-starts,0.8420405378030086
doctor_Illinois.Rockford.Plastic-Surgeon_Pedro-Rodriguez,0.7582191137500055
doctor_Tennessee.Nashville.Bariatric-Surgeon_Brandon-Williams,0.7440380720685922
faq_question_memphis-tn-tummy-tuck-after-gastric-bypass-surgery,0.9904032873207381
faq_question_england-ar-nodule-after-steroid-injection,0.7642241093053103
doctor_Mexico.Plastic-Surgeon_Arturo-Gonzalez-Montes,0.8768127723158731
doctor_Kentucky.Louisville.Facial-Plastic-Surgeon_Sean-Maguire,0.9879513244096341
faq_question_pakistan-pk-left-eye-ball-swelled-after-pkr-possibly,0.7078982607211817
doctor_Georgia.Atlanta.Plastic-Surgeon_Wright-Jones,0.8931461401999673
doctor_Texas.Austin.Dentist_Alan-Schauer,0.7311716247385501
faq_question_15years-after-facelift-and-neck-lift-started-experiencing-extreme-head-pressure,0.967028485227838
doctor_Florida.Punta-Gorda.Dermatologist_Jay-Herbst,0.7440380720685922
faq_question_new-york-city-ny-laser-assisted-cartilage-reshaping-otoplasty,0.7324473135615129
faq_question_bay-minette-al-breast-explant-maxoplexy-spair-lift,0.7642241093053103
faq_question_oak-park-il-mixing-bellafill-fillers,0.9168945465014756
faq_question_nyack-ny-7-weeks-post-op-tearing-sensation,0.8017171522847569
faq_question_phoenix-az-longer-moved-quickly,0.7324473135615129
faq_question_losantville-grafts-creating-bulbous-tip-nose-grafts-obtained-grafts,0.7324473135615129
faq_question_seattle-wa-african-american-skin-lightening,0.7078982607211817
doctor_Florida.Orlando.Plastic-Surgeon_Adam-Oppenheimer,0.9879513244096341
doctor_New-Jersey.Cherry-Hill.Dermatologic-Surgeon_Naomi-Lawrence,0.7440380720685922
faq_question_england-ar-venus-freeze-hypothyroidism,0.8017171522847569
doctor_Greece.Athens.Oculoplastic-Surgeon_Ioannis-Mavrikakis,0.7440380720685922
faq_question_redo-vaser-liposuction-abdomen-flanks,0.8420405378030086
doctor_Texas.Dallas.Dermatologist_Dornechia-George-Carter,0.8931461401999673
doctor_Florida.Brandon.Plastic-Surgeon_Wayne-Lee,0.8597401904326206
faq_question_post-op-seroma-15-days-after-full-tummy-tuck,0.9904032873207381
faq_question_boston-ga-percentage-swelling-week-post-rhinoseptoplasty,0.7642241093053103
faq_question_pittsburgh-pa-nose-job-gastric-baloon,0.9904032873207381
doctor_Ohio.Columbus.Plastic-Surgeon_Jeffrey-Janis,0.8069859426322238
faq_question_atlanta-ga-nose-big-face-bump-bridge,0.9168945465014756
faq_question_philadelphia-pa-procedure-wide-face-elongated-v-shaped-jaw,0.8017171522847569
faq_question_philippines-ph-retainers-fix-underbite,0.7078982607211817
faq_question_las-vegas-nv-permanent-black-stitches-stuck-skin-painful,0.967028485227838
doctor_Oklahoma.Lawton.Facial-Plastic-Surgeon_Dale-Smith,0.7311716247385501
faq_question_delaware-cover-scar,0.7078982607211817
doctor_New-York.New-York.Dentist_Michael-Ghalili,0.7311716247385501
faq_question_nose-turn,0.9168945465014756
faq_question_atlanta-ga-successful-breast-augmentation-without-lift,0.9904032873207381
doctor_Florida.Tampa.Dermatologist_Seth-Forman,0.7311716247385501
doctor_New-York.Brooklyn.Dentist_Gary-Herskovits,0.7440380720685922
faq_question_laser-for-treating-broken-capalaries-and-veins-face,0.8815707559643768
doctor_Texas.Dallas.Plastic-Surgeon_Shai-Rozen,0.7311716247385501
faq_question_cumming-ga-braces-vaneers,0.7324473135615129
doctor_Florida.Hollywood.Dermatologist_Norman-Minars,0.7582191137500055
doctor_Maryland.Chevy-Chase-.Plastic-Surgeon_G-Wesley-Price,0.9729776943178393
doctor_Indiana.Indianapolis.Facial-Plastic-Surgeon_Catherine-Winslow,0.9879513244096341
doctor_New-York.New-Hyde-Park.Dentist_Mark-Billet,0.7311716247385501
faq_question_ottawa-wv-weird-gaps-teeth,0.7324473135615129
doctor_Pennsylvania.Philadelphia.Plastic-Surgeon_Raymond-Jean,0.9879513244096341
doctor_Illinois.Downers-Grove.OB-GYN_Taek-Kim,0.773574950944017
faq_question_los-angeles-ca-recovery-after-kamra-inlay-inserted,0.7078982607211817
doctor_Louisiana.Baton-Rouge.Plastic-Surgeon_Andrew-Freel,0.9879513244096341
faq_question_facelift-after-bells-palsy,0.9904032873207381
faq_question_usa-breast-lift-involve,0.8420405378030086
doctor_New-York.New-York.Facial-Plastic-Surgeon_Manoj-Abraham,0.9226749964170101
faq_question_what-options-neck-tightening,0.9904032873207381
doctor_Rhode-Island.Providence.Dermatologist_marla-angermeier-md,0.773574950944017
faq_question_removal-infected-breast-implant,0.9168945465014756
faq_question_dallas-tx-2-weeks-pot-op-hematoma-drainage-feel-hard-thick-lump-incision-drain,0.9456666044581534
doctor_New-York.Nanuet.Plastic-Surgeon_Helen-Perakis,0.8931461401999673
doctor_Florida.Navarre.Physician_Pamela-Svendsen,0.773574950944017
faq_question_there-kind-financial-assistance-bank-loans-and-care-credit-there-for-mommy,0.9168945465014756
faq_question_los-angeles-ca-eye-smaller,0.9168945465014756
faq_question_reading-pa-option-palate-expansion-braces-thousand-removing-teeth-braces,0.7078982607211817
faq_question_long-island-ny-brazilian-butt-lift-deflated-butt-after-weight-loss,0.8420405378030086
faq_question_idoho-accutane-dosage-summer-period,0.7642241093053103
faq_question_mumbai-fue-hair-transplant-weeks-wash-hair-remove-scab,0.7642241093053103
faq_question_uk-dental-implant-deciduous-tooth,0.7324473135615129
faq_question_atlanta-ga-nodular-basal-cell-post-biopsy-photos-still-stitches-from-the-biopsy,0.8420405378030086
doctor_Oman.Muscat.Dermatologic-Surgeon_Farouk-Iqbal,0.8931461401999673
doctor_North-Carolina.Charlotte.Dermatologist_Kristen-Higgins,0.7311716247385501
faq_question_laguna-hills-ca-filing-reshaping,0.7642241093053103
faq_question_my-breast-like-when-flex-the-muscle,0.981485283205967
doctor_Louisiana.New-Orleans.Dermatologist_Sophia-Mai,0.9879513244096341
faq_question_delhi-la-i-confusion-botox-treatment-neurologist-opthalmologist-dermatologist,0.9904032873207381
faq_question_vancouver-bc-my-face-smaller,0.7078982607211817
faq_question_london-tx-face-softer-feminine,0.8420405378030086
doctor_Virginia.Chantilly.Orthodontist_Anisa-Omar,0.773574950944017
faq_question_united-kingdom-gb-options-rid-symmastia,0.8017171522847569
faq_question_brooklyn-ny-birthmark-removed,0.7078982607211817
faq_question_beverly-hills-ca-18-units-21-year-olds-forehead-worried-results,0.9904032873207381
faq_question_long-bleed-after-breast-reduction-surgery,0.7078982607211817
faq_question_portsmouth-braces,0.7078982607211817
faq_question_fort-riley-ks-i-scab-belly-button-rid-tummy-tuck-08-issues-concerned,0.9168945465014756
faq_question_ireland-mini-tummy-tuck-results-months-post-op,0.8017171522847569
doctor_Tennessee.Nashville.Oculoplastic-surgeon_louise-mawn,0.7311716247385501
doctor_Tennessee.Nashville.Plastic-Surgeon_Michael-Hueneke,0.9879513244096341
faq_question_10003-manhattan-ny-implants-implants-w-lift-for-optimal-results-22-hoping,0.9904032873207381
faq_question_invisalign8,0.8017171522847569
doctor_Illinois.Skokie.Orthodontist_Yaroslav-Yarmolyuk,0.7440380720685922
faq_question_ultrashape-ultrasound-massager-difference,0.7642241093053103
faq_question_clinton-md-i-anxiety-disorder-asthma-nose-surgery,0.9168945465014756
faq_question_months-post-rhino-and-see-changewill-change,0.967028485227838
doctor_Nevada.Las-Vegas.Facial-Plastic-Surgeon_Robert-Troell,0.9470008830649587
faq_question_usingen-de-bbl-59-143lbs-27-jeans-amber-rose-kim-results-settle-volume,0.7642241093053103
faq_question_tissue-expander-for-tuberous-breasts,0.9904032873207381
doctor_New-Jersey.Moorestown.Dermatologist_Magaly-Del-Monaco,0.7311716247385501
doctor_Pennsylvania.Pittsburgh.Plastic-Surgeon_Simona-Pautler,0.9470008830649587
doctor_Ontario.Toronto.Dentist_Kevin-Lee,0.7582191137500055
faq_question_saint-petersburg-fl-ba-8-1-14-600-650-hp-saline-muscle-pre-op-large-b-small-help,0.8420405378030086
faq_question_london-tx-planning-work-nose-issues-possibly-helped,0.8815707559643768
faq_question_california-ca-orbital-rim-lost-elasticity-bags-horizontal-wrinkles-flat-dropped,0.967028485227838
faq_question_ohio-il-blood-work-recommended-6-8-months-before-surgery,0.8420405378030086
faq_question_san-fransisco-i-interested-in-liposuction-in-my-abdomen-metal-in-my-pelvis-and,0.7324473135615129
doctor_Florida.Miami.Dermatologist_Todd-Minars,0.9656771355132703
faq_question_rhinoplasty-headache-pressure-pain,0.8815707559643768
faq_question_sequim-wa-width,0.7324473135615129
doctor_Florida.Boca-Raton.General-Surgeon_James-Barron,0.7311716247385501
faq_question_los-angeles-ca-hyperpigmentation-frown-lines-eyes-side-nose,0.7324473135615129
doctor_Florida.Saint-Petersburg.Plastic-Surgeon_Robert-Rehnke,0.9226749964170101
faq_question_los-angeles-ca-i-thigh-lifting-surgery-flexible-before-start-workout-yoga,0.8017171522847569
doctor_Pennsylvania.Pittsburgh.Plastic-Surgeon_Leo-McCafferty,0.9879513244096341
faq_question_decatur-ga-wrong-implant-breast-correctly-surgeon-place,0.9456666044581534
faq_question_new-york-ny-smile,0.7642241093053103
faq_question_ash-flat-ar-c-cup-dd-cup-size,0.9456666044581534
faq_question_waterford-ny-surgeon-thinks-fine-post-diep-revisions-unhappy,0.8420405378030086
faq_question_dayton-25-tca-peel-time-home-light-pitted-ice-pick-scarring,0.7324473135615129
doctor_New-Jersey.Freehold.Dentist_Richard-Champagne,0.9570400258596111
doctor_Washington.Renton.Family-Physician_Cynthia-Cote,0.7582191137500055
doctor_New-Jersey.West-Orange.Plastic-Surgeon_Sanjay-Lalla,0.9879513244096341
faq_question_mexico-mo-scars-turning-purple,0.8420405378030086
faq_question_new-york-ny-body-alot-fluid-after-liposuction-stop-extremely-painful-post-op,0.7324473135615129
doctor_Pennsylvania.Philadelphia.Oculoplastic-surgeon_roberta-gausas,0.7311716247385501
faq_question_los-angeles-ca-thin-brazilian-butt-lift,0.8815707559643768
doctor_Georgia.Alpharetta.Internist_Don-Rowe,0.7311716247385501
faq_question_bayonne-nj-braces-told-veneers-option-advice,0.7078982607211817
doctor_Hawaii.Honolulu.Ophthalmologist_Nancy-Chen,0.7311716247385501
doctor_Illinois.Chicago.Orthodontist_Andre-Jham,0.7440380720685922
doctor_Maryland.Bel-Air.Ophthalmologist_Shannon-Joseph,0.7311716247385501
doctor_Florida.Saint-Augustine.Bariatric-surgeon_robert-marema,0.7440380720685922
faq_question_sunnyvale-ca-lay-the-beach-after-tummy-tuck,0.8420405378030086
doctor_Oregon.Portland.Plastic-Surgeon_Elisa-A-Burgess,0.9879513244096341
doctor_Spain.Facial-Plastic-Surgeon_Javier-Galindo,0.8931461401999673
doctor_Missouri.Springfield.Plastic-Surgeon_William-Steven-Hughes,0.7440380720685922
faq_question_gurgaon-post-tca-peel2,0.7078982607211817
faq_question_scotland-ga-8-weeks-post-opp-left-breast-smaller-shape,0.8017171522847569
doctor_Ohio.Westlake.Physician_Stefanie-Christian,0.8597401904326206
doctor_Washington.Seattle.Dermatologic-Surgeon_Richard-Grabowski,0.7311716247385501
faq_question_atlanta-ga-breast-implant,0.9904032873207381
faq_question_saudi-arabia-sa-the-differences-midface-lift-and-cheekbones-implants,0.9904032873207381
faq_question_kansas-city-mo-qualify-insurance-covered-breast-reduction,0.8815707559643768
faq_question_milton-keynes-i6-wash-hair-after-hour-application-minoxidil,0.7642241093053103
doctor_Turkey.Istanbul.Plastic-Surgeon_Tunc-Tiryaki,0.9656771355132703
faq_question_austin-tx-products-recommend-buying-tummy-tuck-recovery-comfortable,0.8420405378030086
faq_question_cyprus-nose-augmentation-fat-graft,0.8017171522847569
faq_question_rib-pain-months-post-op-breast-reduction,0.9456666044581534
faq_question_newport-beach-ca-tyndall-effect,0.9456666044581534
faq_question_brick-nj-pain-lumpectomy-scar-normal-after-breast-augmentation,0.9456666044581534
faq_question_boulder-zygomatic-bone-symmetric-treat-surgery-happe,0.7642241093053103
faq_question_atlanta-ga-small-submalar-implants-jaw-surgery-plastic-surgeon-back-jaw-surgeon,0.8017171522847569
faq_question_orlando-fl-concealers,0.9456666044581534
doctor_North-Carolina.Charlotte.Dermatologic-Surgeon_Marc-Darst,0.7440380720685922
faq_question_nashville-tn-options-lips-pronounced,0.981485283205967
doctor_Texas.Dallas.Plastic-Surgeon_Jeffrey-Hopkins,0.7311716247385501
faq_question_want-my-eyes-nose-and-neck-the-time-also-my-breast-and-tummy-tuck,0.967028485227838
doctor_Pennsylvania.Philadelphia.Plastic-Surgeon_David-Silberman,0.773574950944017
faq_question_durham-nc-liposuction-after-mmo,0.7642241093053103
faq_question_westminster-ca-375cc-400cc-high-profile,0.9904032873207381
faq_question_los-angeles-ca-safe-liposuction-breast-augmentation-time,0.9904032873207381
doctor_Florida.Boca-Raton.Dentist_Douglas-Rolfe,0.7311716247385501
doctor_New-York.New-York-City.Dermatologic-Surgeon_Joyce-Davis,0.7311716247385501
faq_question_hemosiderin-stains-after-lower-transcj-bleph-10-months-post-op,0.8420405378030086
faq_question_boston-ma-brava-fat-transfer-breast-explant-surgery,0.7324473135615129
faq_question_new-york-ny-3-long-thin-lumps-incision,0.9904032873207381
doctor_Illinois.Springfield.Plastic-Surgeon_Robert-Russell,0.7582191137500055
faq_question_indian-lake-ny-i-measles-scabies-spots-body-remove-clear-body,0.7324473135615129
doctor_Illinois.Wheeling.Dentist_Giovanni-Aristodemo,0.7440380720685922
doctor_Massachusetts.Peabody.Orthodontist_Pushpak-Patel,0.7311716247385501
doctor_Ohio.Cleveland.Dentist_Zina-Kaleinikova,0.9226749964170101
doctor_North-Carolina.Durham.Plastic-Surgeon_Detlev-Erdmann,0.8422079044193275
faq_question_london-tx-gaining-weight-after-lipolysis-permanently-damage-positive-results,0.8815707559643768
doctor_Taiwan.Plastic-Surgeon_Chau-Jin-Weng,0.7311716247385501
faq_question_pune-i-22-years-problem-balding-prp-treatment,0.8017171522847569
doctor_New-Jersey.Cherry-Hill.Dentist_Ewa-Tracz,0.7440380720685922
faq_question_austin-tx-500cc,0.981485283205967
faq_question_abu-dhabi-ae-3-months-fue-infection,0.8017171522847569
faq_question_san-antonio-tx-chest-stretches-before-breast-augmentation,0.9904032873207381
doctor_Tennessee.Germantown.Physician_Sam-Sadler,0.9226749964170101
faq_question_aurora-melanoma-concern,0.7642241093053103
doctor_New-York.New-York.General-Surgeon_Steven-Wong,0.7311716247385501
doctor_Texas.Fort-Worth.Plastic-Surgeon_Raymond-Faires,0.8931461401999673
faq_question_arch-cape-braces-immediately-overbite,0.7642241093053103
doctor_Nevada.Henderson.Dentist_Kenneth-Hill,0.7311716247385501
doctor_Virginia.Oral-&-Maxillofacial-Surgeon_Michael-Timothy-Gocke,0.773574950944017
doctor_Tennessee.Nashville.Oculoplastic-surgeon_ralph-wesley,0.7311716247385501
faq_question_sarasota-fl-cellfina-part,0.8017171522847569
doctor_Louisiana.New-Orleans.Plastic-Surgeon_Russell-Hendrick,0.9879513244096341
doctor_Virginia.McLean.Plastic-Surgeon_Csaba-Magassy,0.8931461401999673
faq_question_dublin-ca-treatment-invisalign-braces-condition,0.7078982607211817
doctor_Kansas.Leawod.Oculoplastic-Surgeon_Matthew-Sniegowski,0.9355367636442512
doctor_Kansas.Leawood.Plastic-Surgeon_Keith-Hodge,0.9879513244096341
faq_question_seattle-wa-breast-reduction-surgery-cost,0.8815707559643768
faq_question_supplements-medications-creams-products-decrease-swelling,0.8017171522847569
faq_question_bon-wier-tx-implants-mold,0.8017171522847569
faq_question_waco-tx-effective-ways-reduce-lip-size-big-good,0.8017171522847569
faq_question_monmouth-beach-nj-options-labia-detached-clitoris,0.9456666044581534
doctor_Texas.West-Texas.Physician_Mona-Rane,0.7440380720685922
faq_question_seattle-wa-doctors-offer-pay-plan-bbl-seattle-area,0.7324473135615129
doctor_Massachusetts.Boston.Dermatologist_Deborah-Scott,0.7440380720685922
doctor_Washington.Kirkland.Internist_Frank-Marinkovich,0.773574950944017
faq_question_los-angeles-ca-i-nose-job-nose-pointy,0.981485283205967
faq_question_philippines-ph-remove-chicken-pox-scars-keloids,0.7642241093053103
doctor_Hawaii.Honolulu.Bariatric-Surgeon_Steven-Fowler,0.9355367636442512
faq_question_australia-au-sleeve-bariatric-operation-aug-30-year,0.7078982607211817
doctor_Pennsylvania.Bethlehem.Dermatologic-Surgeon_Joseph-Zaladonis,0.7440380720685922
doctor_Illinois.Chicago.Plastic-Surgeon_Gregory-Wiener,0.9879513244096341
faq_question_matteson-il-removing-eye-scar,0.7324473135615129
doctor_Georgia.Savannah.Plastic-Surgeon_Meghan-McGovern,0.9879513244096341
faq_question_new-york-ny-treat-boiling-water-burn,0.7324473135615129
faq_question_botched-upper-eyelid-surgery,0.8017171522847569
doctor_Hawaii.Honolulu.Dentist_Joanne-Le,0.7311716247385501
faq_question_cumming-ga-gold-thread-atlanta-ga,0.7078982607211817
